title,pubmonth,pubday,id,edition,publisher,isbn13,language,pubyear,series,authors,pages
Configurator Database Report 2014,7.0,7.0,613,,Lulu.com,9780000000000.0,,14.0,,"Paul Blazek, Martina Partl, Clarissa Streichsbier",312.0
"Constraint-Based Mining and Inductive Databases: European Workshop on Inductive Databases and Constraint Based Mining, Hinterzarten, Germany, March 11-13, 2004, Revised Selected Papers",3.0,16.0,614,1.0,Springer Berlin Heidelberg,9780000000000.0,,6.0,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#3848","Jean-Francois Boulicaut (Editor), Luc De Raedt (Editor), Heikki Mannila (Editor)",404.0
"Constraint Databases and Applications: ESPRIT WG CONTESSA Workshop, Friedrichshafen, Germany, September, 8 - 9, 1995. Proceedings",3.0,5.0,615,1.0,Springer Berlin Heidelberg,9780000000000.0,,96.0,"Lecture Notes in Computer Science Series ,#1034","Gabriel Kuper (Editor), Mark Wallace (Editor)",192.0
"Constraint Databases and Applications: Second International Workshop on Constraint Database Systems, CDB '97, Delphi, Greece, January 11-12, 1997, CP'96 Workshop on Constraints and Databases, Cambridge, MA, USA, August 19, 1996, Selected papers",2.0,14.0,616,1.0,Springer Berlin Heidelberg,9780000000000.0,,97.0,"Lecture Notes in Computer Science Series ,#1191","Volker Gaede (Editor), Alexander Brodsky (Editor), Oliver Gunther (Editor), Divesh Srivastava (Editor), Victor Vianu (Editor)",350.0
"Constructing Data Warehouses with Metadata-Driven Generic Operators, and More: Architecture, Methodology, and Paradigm Concepts, Algorithms, and Opera",1.0,28.0,617,,CreateSpace Publishing,9780000000000.0,,12.0,,"Bin Jiang, Bill Inmon (Prologue by)",366.0
Consumer Expenditure in Interwar Belgium: The Reconstruction of a Database,1.0,1.0,618,,Cornell University Press,9790000000000.0,,95.0,Studies In Social And Economic History,"Chris Schroeven, C. Schroeven",284.0
Content-Based Management of Multimedia Databases,4.0,27.0,619,,AV Akademikerverlag GmbH & Co. KG.,9780000000000.0,,12.0,,"Serkan Kiranyaz, Moncef Gabbouj",308.0
"Content-based retrieval of music using monophonic queries on a database of polyphonic, MIDI information.",5.0,4.0,620,,BiblioLabsII,9780000000000.0,,12.0,,Ravikumar Nidadavolu,74.0
Content-Based Video Retrieval: A Database Perspective,1.0,31.0,621,1.0,Springer US,9780000000000.0,,2.0,"The Springer International Series in Engineering and Computer Science ,#661","Johan Janssens, Michiel Steyaert, Alan Neaigus",142.0
Content Evaluation of Textual CD-ROM and Web Databases,10.0,15.0,622,1.0,Libraries Unlimited,9780000000000.0,,1.0,Database Searching Series,"Peter Jacso, Carol Tenopir, Carol Tenopir (Editor), Carol Tenopir (Editor)",275.0
Content Management Bible,10.0,28.0,623,2.0,Wiley,9780000000000.0,,4.0,"Bible Series ,#349",Bob Boiko,1176.0
Content Management,5.0,26.0,624,,Emereo Pty Ltd,9780000000000.0,,11.0,,Kevin Roebuck,484.0
"Contents of US EPA Treatability Database as of September 30, 1987",9.0,28.0,625,,BiblioGov,9780000000000.0,,12.0,,U.S. Environmental Protection Agency (Created by),346.0
Control in a Data Base Environment,1.0,1.0,626,,"Wiley, John & Sons, Incorporated",9780000000000.0,,80.0,"Data Base Monographs ,#10",William Perry,91.0
"Controlled Natural Language: Workshop on Controlled Natural Language, CNL 2009, Marettimo Island, Italy, June 8-10, 2009, Revised Papers",7.0,28.0,627,1.0,Springer Berlin Heidelberg,9780000000000.0,,10.0,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5972",Norbert E Fuchs (Editor),291.0
Controversial Ohio Database Searches Of Joe Wurzelbacher,12.0,27.0,628,,International Book Marketing Service Ltd,9790000000000.0,,11.0,,Jerold Angelus (Editor),84.0
"Conversion of Environmental Data to a Digital-Spatial Database, Puget Sound Area, Washington: USGS Open-File Report 95-359",2.0,22.0,629,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), M. A. Uhrich, T. S. McGrath",122.0
Conversion of the Radiometric Age Data Bank   to the National Geochronological Data Base  : Usgs Open-File Report 93-336,3.0,20.0,630,,BiblioGov,9780000000000.0,,13.0,,Brian D. Marshall,80.0
Cooperative Control,3.0,7.0,631,1.0,Wiley,9780000000000.0,,8.0,,Jeff Shamma (Editor),452.0
"Cooperative Information Agents: First International Workshop, CIA'97, Kiel, Germany, February 26-28, 1997, Proceedings",3.0,21.0,632,1.0,Springer Berlin Heidelberg,9780000000000.0,,97.0,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#1202","Peter Kandzia (Editor), Matthias Klusch (Editor)",292.0
"Cooperative Information Agents XII: 12th International Workshop, CIA 2008, Prague, Czech Republic, September 10-12, 2008, Proceedings",9.0,28.0,633,1.0,Springer Berlin Heidelberg,9780000000000.0,,8.0,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5180","Matthias Klusch (Editor), Michal Pechoucek (Editor), Axel Polleres (Editor)",321.0
"Cooperative Information Systems: 7th International Conference, CoopIS 2000 Eilat, Israel, September 6-8, 2000 Proceedings",10.0,2.0,634,1.0,Springer Berlin Heidelberg,9780000000000.0,,0.0,"Lecture Notes in Computer Science Series ,#1901","Opher Etzion (Editor), Peter Scheuermann (Editor)",340.0
Cooperative Work and Coordinative Practices: Contributions to the Conceptual Foundations of Computer-Supported Cooperative Work  ,2.0,9.0,635,1.0,Springer London,9780000000000.0,,11.0,Computer Supported Cooperative Work Series,Kjeld Schmidt,472.0
Core Data Ios Essentials,4.0,27.0,636,,Packt Publishing,9780000000000.0,,11.0,,Bintu Harwani,340.0
Corporate Information Factory,1.0,1.0,637,2.0,Wiley,9780000000000.0,,1.0,,"W. H. Inmon, Claudia Imhoff, Ryan Sousa",400.0
Cosmic Cancer Database,11.0,22.0,638,,International Book Marketing Service Ltd,9790000000000.0,,10.0,,"Frederic P. Miller (Editor), Agnes F. Vandome (Editor), John McBrewster (Editor)",96.0
CouchDB: The Definitive Guide,2.0,3.0,639,1.0,"O'Reilly Media, Incorporated",9780000000000.0,,10.0,Animal Guide Series,"J. Chris Anderson, Jan Lehnardt, Noah Slater",245.0
Course Ilt: Database Driven Web Sites,2.0,28.0,640,,Cengage Learning,9780000000000.0,,1.0,,Course Technology,160.0
Course ILT: Access 2002  ,9.0,28.0,641,2.0,Cengage Learning,9780000000000.0,,1.0,,Technology Course,160.0
CP-M Database Management Systems,12.0,1.0,642,,"Weber Systems, Incorporated",9780000000000.0,,83.0,,Carl Townsend,320.0
Crash Course in dBASE for Windows Programming,8.0,15.0,643,,Que,9780000000000.0,,94.0,,Chris Green,283.0
Creating a Database in FileMaker Pro 8: Visual QuickProject Guide,11.0,29.0,644,,Peachpit Press,9780000000000.0,,5.0,Visual QuickProject Series,Steve Schwartz,160.0
Creating a Database in FileMaker: Visual QuickProject Guide,1.0,27.0,645,,Peachpit Press,9780000000000.0,,5.0,Visual QuickProject Guide Series,"Steve Schwartz, Peachpit Press Staff",160.0
Creating a Self-Tuning Oracle Database: Automating Oracle9i Dynamic SGA Performance,8.0,1.0,646,,Rampant Techpress,9780000000000.0,,3.0,Oracle In-Focus series,Donald K. Burleson,160.0
Creating and Digitizing Language Corpora: Volume 2: Diachronic Databases,8.0,21.0,647,,Palgrave Macmillan,9780000000000.0,,7.0,,"Joan C. Beal (Editor), Karen P. Corrigan (Editor), Hermann L. Moisl (Editor)",260.0
Creating and Planning the Corporate Data Base System Project,3.0,1.0,648,,"Mountain House Publishing, Incorporated",9780000000000.0,,81.0,Q.E.D. Information Sciences Inc. Ser.,"Leo J. Cohen, Julius Goodman (Illustrator)",400.0
Creating Applications with the IBM OS-2 Database Manager,1.0,1.0,649,,Addison-Wesley,9780000000000.0,,89.0,,"David C. Baker, William W. Myre, William I. Banning",320.0
Creating Database-Backed Library Web Pages,4.0,1.0,650,,ALA Editions,9780000000000.0,,6.0,,Stephen R. Westman,282.0
Creating Datasets for Testing Relational Databases,4.0,5.0,651,,AV Akademikerverlag GmbH & Co. KG.,9780000000000.0,,12.0,,"Ali Raza, Stephen Clyde",188.0
Creating SQL Server 2005 Applications with Visual Studio 2005,9.0,14.0,652,1.0,Prentice Hall,9780000000000.0,,6.0,,"Joline Morrison, Michael Morrison, Michael Morrison, Charles M. Morrison",600.0
Creating the Perfect Database Using DB MASTER,1.0,1.0,653,1.0,Addison Wesley School,9780000000000.0,,85.0,,Trish McClelland,224.0
"Creating Web-Accessible Databases: Case Studies for Libraries, Museums, and Other Nonprofits",1.0,28.0,654,,"Information Today, Incorporated",9780000000000.0,,1.0,,"Julie M. Still (Editor), Julie M. Still (Editor)",200.0
Creating Your Mysql Database,11.0,25.0,655,,Packt Publishing,9780000000000.0,,6.0,,Marc Delisle,108.0
Creation and Governance of Human Genetic Research Databases,10.0,30.0,656,,Organization for Economic Cooperation and Development,9790000000000.0,,6.0,,Organisation for Economic Co-operation and Development Staff,159.0
Creation of a Data Base of Survey Meter Readings in the Western United States After Nuclear Tests,9.0,28.0,657,,BiblioGov,9780000000000.0,,12.0,,U.S. Environmental Protection Agency (Created by),62.0
Cross-Disciplinary Models and Applications of Database Management,12.0,31.0,658,,IGI Global,9780000000000.0,,11.0,,Keng Siau,532.0
Cryptography For Secure And Private Databases,9.0,11.0,659,,BiblioLabsII,9780000000000.0,,11.0,,Matthew Daniel Green,172.0
Crystal Reports 10: The Complete Reference,6.0,18.0,660,1.0,McGraw-Hill Professional Publishing,9780000000000.0,,4.0,Programming Ser.,"George Peck, Lisa McClain (Editor)",960.0
Crystal Reports 2008 For Dummies,6.0,3.0,661,1.0,Wiley,9780000000000.0,,8.0,For Dummies Series,Allen G. Taylor,408.0
Crystal Reports 2008 Official Guide,10.0,16.0,662,2.0,Sams,9780000000000.0,,8.0,Business Objects Press Series,Neil Fitzgerald,553.0
Crystal Reports 7 with CD-ROM,8.0,16.0,663,1.0,"McGraw-Hill Companies, The",9780000000000.0,,99.0,Complete Reference Series,"George Peck, Peck",912.0
Crystal Reports9 For Dummies,9.0,12.0,664,1.0,Wiley,9780000000000.0,,2.0,For Dummies Series,Allen G. Taylor,360.0
Crystal Reports: A Beginner's Guide,12.0,3.0,665,1.0,McGraw-Hill Professional Publishing,9780000000000.0,,1.0,Beginner's Guides,"David McAmis, McAmis",486.0
Crystal Reports Encyclopedia Volume 2: Programming .NET 2005,11.0,1.0,666,,Dotnet Tech,9780000000000.0,,8.0,,Brian Bischof,500.0
"Crystal Reports, Professional Results",7.0,16.0,667,1.0,McGraw-Hill Professional Publishing,9780000000000.0,,3.0,In-Depth Programming and Web Development Ser.,George Peck,408.0
"Crystallographic Computing 3: Data Collection, Structure Determination, Proteins, and Databases",12.0,19.0,668,,"Oxford University Press, USA",9780000000000.0,,85.0,,"G. M. Sheldrick, C. Kruger, R. Goddard",336.0
Csa  ,10.0,5.0,669,,Duc,9790000000000.0,,11.0,,Jordan Naoum (Editor),96.0
"Current Issues in Databases and Information Systems: East-European Conference on Advances in Databases and Information Systems Held Jointly with International Conference on Database Systems for Advanced Applications, ADBIS-DASFAA 2000 Prague, Czech Republ",10.0,2.0,670,1.0,Springer Berlin Heidelberg,9780000000000.0,,0.0,"Lecture Notes in Computer Science Series ,#1884","Julius Stuller (Editor), Jaroslav Pokorny (Editor), Bernhard Thalheim (Editor), Yoshifumi Masunaga (Editor)",416.0
"Current Trends in Database Technology - EDBT 2004 Workshops: EDBT 2004 Workshops PhD, DataX, PIM, P2P&DB, and ClustWeb, Heraklion, Crete, Greece, March 14-18, 2004, Revised Selected Papers",1.0,12.0,671,1.0,Springer Berlin Heidelberg,9780000000000.0,,5.0,"Lecture Notes in Computer Science Series ,#3268","Wolfgang Lindner (Editor), Marco Mesiti (Editor), Can Turker (Editor), Yannis Tzitzikas (Editor), Athena Vakali (Editor)",608.0
Customer Data Integration: Reaching a Single Version of the Truth,8.0,4.0,672,1.0,Wiley,9780000000000.0,,6.0,"Wiley and SAS Business Series ,#7","Jill Dyche, Evan Levy, Don Peppers (Foreword by), Martha Rogers (Foreword by)",320.0
Cybersecurity for SCADA Systems,8.0,28.0,673,,PennWell Corporation,9780000000000.0,,6.0,,William Shaw,562.0
Dancing with the Data: The Art and Science of Data Visualization,6.0,19.0,674,,AV Akademikerverlag GmbH & Co. KG.,9780000000000.0,,14.0,,Yu Chong Ho,188.0
Dark Web: Exploring and Data Mining the Dark Side of the Web,3.0,1.0,675,,Springer New York,9780000000000.0,,14.0,Integrated Series in Information Systems,Hsinchun Chen,454.0
Data Analysis for Data Base Design,12.0,1.0,676,2.0,Butterworth-Heinemann,9780000000000.0,,89.0,Data Analysis Series,D. R. Howe,317.0
Data Analysis for Database Design,6.0,12.0,677,3.0,Elsevier Science,9780000000000.0,,1.0,,David Howe,336.0
"Data Analysis, Machine Learning and Applications: Proceedings of the 31st Annual Conference of the Gesellschaft fï¿½_r Klassifikation e.V., Albert-Ludwigs-Universitï¿½_t Freiburg, March 7-9, 2007",6.0,6.0,678,1.0,Springer Berlin Heidelberg,9780000000000.0,,8.0,"Studies in Classification, Data Analysis, and Knowledge Organization Series","Christine Preisach (Editor), Hans Burkhardt (Editor), Lars Schmidt-Thieme (Editor), Reinhold Decker (Editor)",719.0
Data Analytics Over Hidden Databases.,9.0,30.0,679,,BiblioLabsII,9780000000000.0,,11.0,,Arjun Dasgupta,222.0
Data and Application Security: Developments and Directions,9.0,30.0,680,1.0,Springer US,9780000000000.0,,1.0,"IFIP Advances in Information and Communication Technology Series ,#73","B. Thuraisingham (Editor), Reind van de Riet (Editor), Klaus R. Dittrich (Editor), Zahir Tari (Editor)",376.0
"Data and Applications Security XIX: 19th Annual IFIP WG 11.3 Working Conference on Data and Applications Security, Storrs, CT, USA, August 7-10, 2005, Proceedings",9.0,1.0,681,1.0,Springer Berlin Heidelberg,9780000000000.0,,5.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3654","Sushil Jajodia (Editor), Duminda Wijesekera (Editor)",353.0
Data and Applications Security XVII: Status and Prospects,7.0,27.0,682,1.0,Springer US,9780000000000.0,,4.0,"IFIP Advances in Information and Communication Technology Series ,#142","Sabrina De Capitani di Vimercati (Editor), Ray Indrakshi (Editor), Indrajit Ray (Editor)",403.0
Data Base Architecture,11.0,1.0,683,,Elsevier Science,9780000000000.0,,79.0,,"G. Bracchi (Editor), G. M. Nijssen (Editor)",342.0
Data-Base Computers,12.0,28.0,684,,Harcourt Achieve,9780000000000.0,,79.0,Lexington Books Series in Computer Science,"Olin H. Bray, Harry A. Freeman, David K. Hsiao",192.0
"Data Base Design Techniques I: Requirements and Logical Structures. NYU Symposium, New York, May 1978",4.0,26.0,685,1.0,Springer Berlin Heidelberg,9780000000000.0,,82.0,"Lecture Notes in Computer Science Series ,#132","S. B. Yao (Editor), S. B. Navathe (Editor), J. L. Weldon (Editor), T. L. Kunii (Editor)",232.0
"Data-Base Development for Water-Quality Modeling of the Patuxent River Basin, Maryland: Usgs Open-File Report 87-379",3.0,27.0,686,,BiblioGov,9780000000000.0,,13.0,,"G. T. Fisher, R. M. Summers",24.0
Data Base for Standards/Regulations Development for Land Disposal of Flue Gas Cleaning Sludges,10.0,2.0,687,,BiblioGov,9780000000000.0,,12.0,,U.S. Environmental Protection Agency (Created by),304.0
Data Base for the I. B. M. Personal Computer,1.0,1.0,688,,Addison-Wesley,9780000000000.0,,84.0,Micro Computer Books,"S.L. Emerson, M. Darnovsky",224.0
"Data Base Management: Theory and Applications: Proceedings of the NATO Advanced Study Institute held at Estoril, Portugal, June 1-14, 1981",12.0,31.0,689,1.0,Springer Netherlands,9790000000000.0,,82.0,Nato Science Series C,"Clyde Holsapple (Editor), A.B. Whinston (Editor), A. B. Whinston (Editor)",392.0
Data Base Management,1.0,28.0,690,1.0,Benjamin-Cummings Publishing Company,9780000000000.0,,85.0,,"Fred R. McFadden, Jeffrey A. Hoffer",600.0
Data Base Management System Design Using dBASE II,8.0,1.0,691,,Prentice Hall Professional Technical Reference,9780000000000.0,,84.0,,Charles W. McNichols,450.0
Data Base Management Systems,7.0,1.0,692,2.0,"Allyn & Bacon, Inc.",9780000000000.0,,84.0,,Alfonso F. Cardenas,745.0
Data Base Management Systems,1.0,28.0,693,,Osborne/McGraw-Hill,9780000000000.0,,83.0,,David J. Kruglinski,260.0
Data Base Management,2.0,28.0,694,,Van Nostrand Reinhold,9780000000000.0,,74.0,,William C. House (Editor),470.0
Data-Base Model Specifications from Digital Geologic-Map Data Bases Produced by the Southern California Areal Mapping Project  : Open-File Report 99-145,2.0,12.0,695,,BiblioGov,9780000000000.0,,13.0,,"United U.S. Department of the Interior (Created by), S. A. Kennedy, J. C. Matti",52.0
Data base of impact craters on Venus based on analysis of Magellan radar images and altimetry data: USGS Open-File Report 98-104,3.0,15.0,696,,BiblioGov,9780000000000.0,,13.0,,"G. G. Schaber, R. L. Kirk, R. G. Strom",32.0
Data Base Programmer Analyst,10.0,28.0,697,,National Learning Corporation,9780000000000.0,,5.0,"Career Examination Series ,#3233",National Learning Corporation (Editor),
"Data Base Selection, Design, and Administration",1.0,1.0,698,,"Greenwood Publishing Group, Incorporated",9780000000000.0,,80.0,,Jon D. Clark,233.0
Data Base Systems,5.0,28.0,699,,"Springer-Verlag New York, LLC",9780000000000.0,,76.0,Lecture Notes in Computer Science,"H. Hasselmeier (Editor), W. C. Spruth (Editor)",390.0
Data Base Systems: A Practical Reference,12.0,28.0,700,,"QED Information Sciences, Incorporated",9780000000000.0,,75.0,,Ian R. Palmer,279.0
"Data Base Systems: Proceedings, 5th Informatik Symposium, IBM Germany, Bad Homburg v. d. H., September 24 - 26, 1975",5.0,3.0,701,1.0,Springer Berlin Heidelberg,9780000000000.0,German,76.0,"Lecture Notes in Computer Science Series ,#39","M. Hasselmeier (Editor), W. G. Spruth (Editor)",386.0
"Data Base Systems: Design, Implementation, and Management",6.0,1.0,702,,AMACOM,9780000000000.0,,78.0,,"Ronald G., Jr.Ronald G. Ross Jr.",
"Data-Based Approach to Statistics, Concise",1.0,28.0,703,1.0,Brooks/Cole,9780000000000.0,,94.0,Statistics Series,Ronald L. Iman,
Data Based Approach to Statistics,8.0,28.0,704,,Brooks/Cole,9780000000000.0,,94.0,,Iman,
A Data-Based Approach to Statistics: Concise Version,11.0,28.0,705,,Van Nostrand Reinhold,9780000000000.0,,94.0,,Ronald L. Iman,577.0
Data-Based Child Advocacy: Using Statistical Indicators to Improve the Lives of Children,8.0,31.0,706,,Springer International Publishing,9780000000000.0,,14.0,SpringerBriefs in Well-Being and Quality of Life Research Series,William OHare,65.0
Data-Based Decision Making 2.0,6.0,1.0,707,,Editorial Projects in Education,9780000000000.0,,11.0,,John C. Draper,
Data-Based Decision Making,4.0,1.0,708,2.0,Educational Research Service,9780000000000.0,,8.0,,"Nancy Protheroe, Thomas P. Jandris",
Data-Based Planning for Effective Prevention: State Epidemiological Outcomes Workgroups,11.0,1.0,709,,BiblioGov,9780000000000.0,,12.0,,Substance Abuse and Mental Health Servic (Created by),38.0
Data Bases for Beginners,3.0,1.0,710,,Scholastic Library Publishing,9780000000000.0,,87.0,Computer Literacy Skills Ser.,Elayne E. Schulman,112.0
Data Bases for Special Libraries: A Strategic Guide to Information Management,11.0,30.0,711,,"Greenwood Publishing Group, Incorporated",9780000000000.0,,91.0,The Greenwood Library Management Collection Series,Lynda W. Moulton,176.0
Data Bases in the Humanities and the Social Sciences,7.0,1.0,712,,Elsevier Science & Technology Books,9780000000000.0,,80.0,,"G. Marks, Joseph Raben",330.0
Data Center Handbook,10.0,13.0,713,1.0,Wiley,9780000000000.0,,14.0,,Hwaiyu Geng,880.0
Data Centers For Dummies,12.0,15.0,714,1.0,"Wiley, John & Sons, Incorporated",9780000000000.0,,14.0,For Dummies Series,Richard Donaldson,384.0
Data Crush: How the Information Tidal Wave is Driving New Business Opportunities,3.0,4.0,715,,AMACOM,9780000000000.0,,14.0,,Christopher Surdak,288.0
Data Dictionaries for Database Administrators,5.0,28.0,716,,McGraw-Hill Professional Publishing,9780000000000.0,,90.0,,Robin J. Vinden,250.0
Data Dissemination and Query in Mobile Social Networks,3.0,27.0,717,1.0,Springer New York,9780000000000.0,,12.0,SpringerBriefs in Computer Science Series,"Jiming Chen, Jialu Fan, Youxian Sun",86.0
Data Dissemination in Wireless Computing Environments,8.0,1.0,718,1.0,Springer US,9780000000000.0,,0.0,"Advances in Database Systems Series ,#19","Kian-Lee Tan, Beng Chin Ooi, S. Ermakov (Editor)",188.0
Data Distribution: Managing the Environment,3.0,28.0,719,,"Ashgate Publishing, Limited",9780000000000.0,,92.0,BCS Data Management Specialist Group Series,Richard Williams (Editor),176.0
Data Driven Marketing For Dummies,11.0,11.0,720,1.0,Wiley,9780000000000.0,,13.0,For Dummies Series,David Semmelroth,312.0
"Data-Driven Process Discovery and Analysis: Second IFIP WG 2.6, 2.12 International Symposium, SIMPDA 2012, Campione d'Italia, Italy, June 18-20, 2012, Revised Selected Papers",9.0,30.0,721,,Springer Berlin Heidelberg,9780000000000.0,,13.0,"Lecture Notes in Business Information Processing Series ,#162","Philippe Cudre-Mauroux, Paolo Ceravolo, Dragan Gasevic",113.0
Data Element Dictionary 1988 Sewage -- Sludge Use and Disposal: Questionnaire Database,10.0,2.0,722,,BiblioGov,9780000000000.0,,12.0,,U.S. Environmental Protection Agency (Created by),122.0
Data Engineering: Fuzzy Mathematics in Systems Theory and Data Analysis,7.0,11.0,723,1.0,Wiley,9780000000000.0,,1.0,,Olaf Wolkenhauer,296.0
Data Flow 2: Visualizing Information in Graphic Design,3.0,30.0,724,,Die Gestalten Verlag,9780000000000.0,,10.0,,"R. Klanten, S. Ehmann, N. Bourquin, T. Tissot",271.0
"Data Integration in the Life Sciences: 5th International Workshop, DILS 2008, Evry, France, June 25-27, 2008, Proceedings",8.0,8.0,725,1.0,Springer Berlin Heidelberg,9780000000000.0,,8.0,"Lecture Notes in Computer Science / Lecture Notes in Bioinformatics Series ,#5109","Amos Bairoch (Editor), Sarah Cohen-Boulakia (Editor), Christine Froidevaux (Editor)",209.0
"Data Integration in the Life Sciences: 6th International Workshop, DILS 2009, Manchester, UK, July 20-22, 2009, Proceedings",7.0,10.0,726,1.0,Springer Berlin Heidelberg,9780000000000.0,,9.0,"Lecture Notes in Computer Science / Lecture Notes in Bioinformatics Series ,#5647","Norman W. Paton, Paolo Missier, Cornelia Hedeler",221.0
Data Lifecycles: Managing Data for Strategic Advantage,2.0,2.0,727,1.0,Wiley,9780000000000.0,,7.0,,"Gareth Fraser-King, W. David Schwaderer, Roger Reid",268.0
Data Management and Query Processing in Semantic Web Databases,5.0,6.0,728,1.0,Springer Berlin Heidelberg,9780000000000.0,,11.0,,Sven Groppe,270.0
"Data Management. Data, Data Everywhere: 24th British National Conference on Databases, BNCOD 24, Glasgow, UK, July 3-5, 2007, Proceedings",6.0,28.0,729,1.0,Springer Berlin Heidelberg,9780000000000.0,,7.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4587","Richard Cooper (Editor), Jessie Kennedy (Editor)",262.0
Data Management for Mobile Computing,10.0,28.0,730,,Springer US,9780000000000.0,,12.0,"Advances in Database Systems Series ,#10","Evaggelia Pitoura, George Samaras",157.0
"Data Management in Cloud, Grid and P2P Systems: 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013, Proceedings",8.0,7.0,731,,Springer Berlin Heidelberg,9780000000000.0,,13.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#8059","Abdelkader Hameurlain (Editor), Wenny Rahayu (Editor), David Taniar (Editor)",140.0
"Data Management in Grids: First VLDB Workshop, DMG 2005, Trondheim, Norway, September 2-3, 2005, Revised Selected Papers",2.0,27.0,732,1.0,Springer Berlin Heidelberg,9780000000000.0,,6.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3836",Jean-Marc Pierson (Editor),146.0
Data Management in the Cloud: Challenges and Opportunities,12.0,1.0,733,,Morgan and Claypool Publishers,9780000000000.0,,12.0,,"Divyakant Agrawal, Sudipto Das, Amr El Abbadi",140.0
Data Mashups With R,3.0,18.0,734,1.0,"O'Reilly Media, Incorporated",9780000000000.0,,11.0,,"Jeremy Leipzig, Xiao-Yi Li",40.0
Data Mining and Analysis in the Engineering Field,5.0,31.0,735,,IGI Global,9780000000000.0,,14.0,,Vishal Bhatnagar,434.0
Data Mining and Applications in Genomics,11.0,5.0,736,1.0,Springer Netherlands,9790000000000.0,,10.0,"Lecture Notes in Electrical Engineering Series ,#25",Springer Netherlands,152.0
Data Mining and Business Analytics with R,6.0,17.0,737,1.0,Wiley,9780000000000.0,,13.0,,Johannes Ledolter,368.0
Data Mining and Predictive Analytics,1.0,20.0,738,2.0,Wiley,9780000000000.0,,15.0,Wiley Series on Methods and Applications in Data Mining Series,Daniel T. Larose,880.0
Data Mining and Statistics for Decision Making,5.0,10.0,739,2.0,Wiley,9780000000000.0,,11.0,"Wiley Series in Computational Statistics Series ,#716",Stephane Tuffury,716.0
Data Mining,1.0,1.0,740,,CRC Press,9780000000000.0,,99.0,Database Management/Design Series,"Bhavani Thuraisingham, Thuraisingham, Thuraisingham Thuraisingham",288.0
DATA MINING con IBM SPSS MODELER  ,12.0,26.0,741,,CreateSpace Independent Publishing Platform,9780000000000.0,Spanish,12.0,,Antonio Prieto,350.0
DATA MINING con SAS a traves de ejemplos,12.0,25.0,742,,CreateSpace Independent Publishing Platform,9780000000000.0,Spanish,12.0,,Antonio Prieto,316.0
"Data Mining, Data Warehousing and Client/Server Databases: Proceedings of the 8th International Hong Kong Computer Society Database Workshop  ",12.0,28.0,743,1.0,"Springer-Verlag New York, LLC",9790000000000.0,,97.0,,"Brian Siu (Editor), Paul K.M. Kwan (Editor), Benedict Lam (Editor), Peter de Vries (Editor)",303.0
"Data Mining, Data Warehousing and Client/Server Databases: Proceedings of the 8th International Hong Kong Computer Society Database Workshop",12.0,28.0,744,1.0,"Springer-Verlag New York, LLC",9790000000000.0,,97.0,,Joseph Fong (Editor),345.0
Data Mining for Association Rules and Sequential Patterns: Sequential and Parallel Algorithms,12.0,31.0,745,1.0,Springer New York,9780000000000.0,,12.0,,Jean-Marc Adamo,254.0
Data Mining for Bioinformatics,11.0,9.0,746,1.0,CRC Press,9780000000000.0,,12.0,,"Sumeet Dua, Pradeep Chowriappa",348.0
Data Mining for Biomarker Discovery,2.0,10.0,747,1.0,Springer New York,9780000000000.0,,12.0,"Springer Optimization and Its Applications Series ,#65","Panos M. Pardalos (Editor), Petros Xanthopoulos (Editor), Michalis Zervakis (Editor)",246.0
"Data Mining for Biomedical Applications: PAKDD 2006 Workshop, BioDM 2006, Singapore, April 9, 2006, Proceedings",5.0,5.0,748,1.0,Springer Berlin Heidelberg,9780000000000.0,,6.0,"Lecture Notes in Computer Science / Lecture Notes in Bioinformatics Series ,#3916","Jinyan Li (Editor), Qiang Yang (Editor), Ah-Hwee Tan (Editor)",155.0
Data Mining for Business Applications,10.0,9.0,749,1.0,Springer US,9780000000000.0,,8.0,,"Longbing Cao (Editor), Philip S. Yu (Editor), Chengqi Zhang (Editor), Huaifeng Zhang (Editor)",302.0
"Data Mining for Business Intelligence: Concepts, Techniques, and Applications in Microsoft Office Excel with XLMiner",10.0,26.0,750,2.0,Wiley,9780000000000.0,,10.0,,"Galit Shmueli, Nitin R. Patel, Peter C. Bruce",428.0
Data Mining For Dummies,9.0,15.0,751,1.0,Wiley,9780000000000.0,,14.0,For Dummies Series,Meta S. Brown,408.0
Data Mining for Geoinformatics: Methods and Applications,8.0,31.0,752,1.0,Springer New York,9780000000000.0,,13.0,,"Guido Cervone (Editor), Jessica Lin (Editor), Nigel Waters (Editor)",166.0
