title,pubmonth,pubday,id,edition,publisher,isbn13,language,pubyear,series,authors,pages
Oracle Fusion Middleware 11g Architecture and Management  ,6.0,6.0,680,1,McGraw-Hill Osborne Media,9780000000000.0,English,11.0,Oracle Press,Reza Shafii;Stephen Lee;Gangadhar Konduri;,560.0
"Grid Economics and Business Models: 5th International Workshop, GECON 2008, Las Palmas de Gran Canaria, Spain, August 26, 2008, Proceeedings  ",8.0,11.0,681,,Springer,9780000000000.0,English,8.0,Lecture Notes in Computer Science / Computer Communication Networks and Telecommunications (Book 5206),Dirk Neumann;Thomas Fahringer;,236.0
"Digital Exhaust: What Everyone Should Know About Big Data, Digitization and Digitally Driven Innovation  ",12.0,18.0,682,,Pearson FT Press,9780000000000.0,English,14.0,FT Press Analytics,Dale Neef;,236.0
The Data Warehousing Handbook,9.0,6.0,683,,Lulu.com,9780000000000.0,English,6.0,,Rob Mattison;,440.0
Oracle 10g Developer: PL/SQL Programming,8.0,15.0,684,1,Cengage Learning,9780000000000.0,English,7.0,,Joan Casteel;,528.0
"Scientific Applications of Grid Computing: First International Workshop, SAG 2004, Beijing, China, September, Revised Selected and Invited Papers ... Computer Science and General Issues)",2.0,14.0,685,,Springer,9780000000000.0,English,8.0,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 3458),Maria S. PÀ_rez;Victor Robles;,214.0
TV Content Analysis: Techniques and Applications  ,3.0,19.0,686,,Auerbach Publications,9780000000000.0,English,12.0,"Multimedia Computing, Communication and Intelligence",Yiannis Kompatsiaris;Bernard Merialdo;Shiguo Lian;,674.0
Beginner SQL Programming Using Microsoft SQL Server,9.0,18.0,687,,CreateSpace Independent Publishing Platform,9780000000000.0,English,12.0,,Kalman Toth;,288.0
Advanced Database Indexing  ,11.0,30.0,688,2000,Springer,9780000000000.0,English,99.0,Advances in Database Systems (Book 17),Yannis Manolopoulos;Yannis Theodoridis;Vassilis Tsotras;,286.0
Sams Teach Yourself CSS in 24 Hours  ,7.0,10.0,689,,Sams,9780000000000.0,English,2.0,Sams Teach Yourself...in 24 Hours,Kynn Bartlett;,504.0
Big Data Analytics Strategies for the Smart Grid,7.0,25.0,690,1,Auerbach Publications,9780000000000.0,English,14.0,,Carol L. Stimmel;,256.0
"Digital Heritage: Third International  Euro-Mediterranean Conference, EuroMed 2010, Lemessos, Cyprus, November 8-13, 2010. Proceedings  ",10.0,29.0,691,2010,Springer,9780000000000.0,English,10.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6436)",Marinos Ioannides;Dieter Fellner;Andreas Georgopoulos;,550.0
"Business Intelligence & Data Warehousing Simplified by Khan, Arshad.    ",1.0,2.0,692,,"Mercury Learning & Information,2011",,,11.0,,,
MySQL Management and Administration with Navicat,9.0,13.0,693,,Packt Publishing,9780000000000.0,English,12.0,,GÀ__khan Ozar;,134.0
Microsoft Office Professional 2013 Plain & Simple,2.0,25.0,694,1,Microsoft Press,9780000000000.0,English,13.0,Plain & Simple,Katherine Murray;,472.0
"Advances in Digital Forensics VI: Sixth IFIP WG 11.9 International Conference on Digital Forensics, Hong Kong, China, January 4-6, 2010, Revised ... in Information and Communication Technology)",9.0,16.0,695,2010,Springer,9780000000000.0,English,10.0,IFIP Advances in Information and Communication Technology (Book 337),Kam-Pui Chow;Sujeet Shenoi;,311.0
"Privacy in Statistical Databases: UNESCO Chair in Data Privacy International Conference, PSD 2008, Istanbul, Turkey, September 24-26, 2008, ... Applications, incl. Internet/Web, and HCI)",9.0,8.0,696,2008,Springer,9780000000000.0,English,8.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 5262)",Josep Domingo-Ferrer;YÀ__cel Saygin;,335.0
Knowledge Management in Fuzzy Databases  ,1.0,7.0,697,,Physica,9780000000000.0,English,0.0,Studies in Fuzziness and Soft Computing (Book 39),Olga Pons;Maria A. Vila;,384.0
"Building the Data Warehouse by Inmon, W. H.     4th Edition  ",9.0,24.0,698,,"Wiley,2005",,,5.0,,Inmon;,
FileMaker Pro 11: The Missing Manual,6.0,5.0,699,1,O'Reilly Media,9780000000000.0,English,10.0,The Missing Manual,Susan Prosser;Stuart Gripman;,920.0
SAS For Dummies,6.0,12.0,700,1,For Dummies,9780000000000.0,English,7.0,,Stephen McDaniel;Chris Hemedinger;,408.0
Graphics of Large Datasets: Visualizing a Million  ,7.0,24.0,701,2006,Springer,9780000000000.0,English,6.0,Statistics and Computing,Antony Unwin;Martin Theus;Heike Hofmann;,271.0
Agency and the Semantic Web,12.0,7.0,702,1,Oxford University Press,9780000000000.0,English,6.0,,Christopher Walton;,272.0
Data Warehouse Gestutzte Balaced Scorecard  ,9.0,28.0,703,,GRIN Verlag,9780000000000.0,German,13.0,,Christian Ermert;,56.0
"Artificial Immune Systems: 8th International Conference, ICARIS 2009, York, UK, August 9-12, 2009, Proceedings  ",7.0,28.0,704,2009,Springer,9780000000000.0,English,9.0,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 5666),Paul S. Andrews;Jon Timmis;Nick D. L. Owens;,343.0
Oracle Data Guard 11gR2 Administration Beginner's Guide,6.0,24.0,705,,Packt Publishing,9780000000000.0,English,13.0,,Emre Baransel;Nassyam Basha;,404.0
"Database Systems - Introduction to Databases and Data Warehouses 1st   Edition by Jukic, Nenad published by Prentice Hall  ",,,706,,Prentice Hall,,,10.0,,,
Oracle BPM Suite 12c Modeling Patterns,9.0,25.0,707,,Packt Publishing - ebooks Account,9780000000000.0,English,14.0,,Vivek Acharya;,375.0
"Theory of Quantum Computation, Communication, and Cryptography: Third Workshop, TQC 2008 Tokyo, Japan, January 30 - February 1, 2008, Revised Selected ... Computer Science and General Issues)",11.0,21.0,708,2008,Springer,9780000000000.0,English,8.0,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 5106),Yasuhito Kawano;Michele Mosca;,118.0
Predictive Analytics with Microsoft Azure Machine Learning: Build and Deploy Actionable Solutions in Minutes,11.0,19.0,709,1,Apress,9780000000000.0,English,14.0,,Valentine Fontama;Roger Barga;Wee Hyong Tok;,220.0
Inside MicrosoftÀ_À_ SQL ServerÀ_À_ 2005: The Storage Engine  ,10.0,18.0,710,2005 ed.,Microsoft Press,9780000000000.0,English,6.0,Developer Reference,Kalen Delaney;,464.0
Collective Intelligence in Action,11.0,7.0,711,1,Manning Publications,9780000000000.0,English,8.0,,Satnam Alag;,425.0
R for Everyone: Advanced Analytics and Graphics  ,12.0,29.0,712,1,Addison-Wesley Professional,9780000000000.0,English,13.0,Addison-Wesley Data & Analytics Series,Jared Lander;,464.0
Beginning SQL Server 2005 Administration,11.0,29.0,713,1,Wrox,9780000000000.0,English,6.0,,Dan Wood;Chris Leiter;Paul Turley;,600.0
Data Mining,,,714,,TBS,9790000000000.0,English,11.0,,Han / Kamber / Pei;,
"Bio-Inspired Computing and Communication: First Workshop on Bio-Inspired Design of Networks, BIOWIRE 2007 Cambridge, UK, April 2-5, 2007, Revised ... Computer Science and General Issues)",2.0,13.0,715,,Springer,9780000000000.0,English,9.0,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 5151),Pietro LiÀ__;Eiko Yoneki;John Crowcroft;,428.0
Oracle9i JDeveloper Handbook,12.0,17.0,716,1,McGraw-Hill Osborne Media,9780000000000.0,English,2.0,Oracle Press,Peter Koletzke;Paul Dorsey;Avrom Faderman;,976.0
"COMPSTAT 2006 - Proceedings in Computational Statistics: 17th Symposium Held in Rome, Italy, 2006",9.0,15.0,717,2006,Physica,9780000000000.0,English,6.0,,Alfredo Rizzi;Maurizio Vichi;,537.0
"Job Scheduling Strategies for Parallel Processing: 9th International Workshop, JSSPP 2003, Seattle, WA, USA, June 24, 2003, Revised Papers  ",10.0,16.0,718,,Springer,9780000000000.0,English,3.0,Lecture Notes in Computer Science (Book 2862),Dror Feitelson;Larry Rudolph;Uwe Schwiegelshohn;,276.0
Customer and Business Analytics: Applied Data Mining for Business Decision Making Using R  ,5.0,7.0,719,0,Chapman and Hall/CRC,9780000000000.0,English,12.0,Chapman & Hall/CRC The R Series,Daniel S. Putler;Robert E. Krider;,315.0
Oracle 10g Developing Media Rich Applications,12.0,5.0,720,1,Digital Press,9780000000000.0,English,6.0,,Lynne Dunckley;Larry Guros;,520.0
OCA Oracle Database SQL Certified Expert Exam Guide    ,12.0,23.0,721,1,McGraw-Hill Osborne Media,9780000000000.0,English,9.0,Oracle Press,Steve O'Hearn;,796.0
Oracle Essbase & Oracle OLAP: The Guide to Oracle's Multidimensional Solution  ,10.0,7.0,722,1,McGraw-Hill Osborne Media,9780000000000.0,English,9.0,Oracle Press,Michael Schrader;Dan Vlamis;Mike Nader;,524.0
Facility Logistics: Approaches and Solutions to Next Generation Challenges  ,12.0,13.0,723,0,Auerbach Publications,9780000000000.0,English,7.0,Resource Management,Maher Lahmar;,336.0
Oracle9i for Windows  2000 Tips & Techniques,12.0,7.0,724,,McGraw-Hill Companies,9780000000000.0,English,1.0,Oracle Books,Scott Jesse;,612.0
MySQL: Building User Interfaces  ,7.0,11.0,725,,Sams,9780000000000.0,English,1.0,Landmark,Matthew Stucky;,656.0
Sams Teach Yourself MySQL in 21 Days,6.0,23.0,726,Book & CD,Sams,9780000000000.0,English,0.0,Sams Teach Yourself...in 21 Days,Mark Mazlakowski;,560.0
Data Mining and Predictive Analytics  ,4.0,6.0,727,2,Wiley,9780000000000.0,English,15.0,Wiley Series on Methods and Applications in Data Mining,Daniel T. Larose;,880.0
Rare Association Rule Mining and Knowledge Discovery: Technologies for Infrequent and Critical Event Detection   Book),8.0,25.0,728,1,Information Science Reference,9780000000000.0,English,9.0,Advances in Data Warehousing and Mining (Adwm) Book,Yun Sing Koh;Nathan Rountree;,301.0
Oracle Database Ajax & PHP Web Application Development  ,2.0,21.0,729,1,McGraw-Hill Osborne Media,9780000000000.0,English,8.0,Oracle Press,Lee Barney;Michael McLaughlin;,458.0
Expert Oracle Application Express Security  ,4.0,22.0,730,1,Apress,9780000000000.0,English,13.0,Expert's Voice in Oracle,Scott Spendolini;,296.0
Object Oriented Systems Analysis: Modeling the World in Data,4.0,17.0,731,1,Prentice Hall,9780000000000.0,English,88.0,,Sally Shlaer;Stephen J. Mellor;,144.0
GO! with Microsoft Access 2010 Brief,7.0,9.0,732,1,Prentice Hall,9780000000000.0,English,10.0,GO!,Shelley Gaskin;Carolyn McLellan;,288.0
Head First SQL: Your Brain on SQL -- A Learner's Guide,9.0,1.0,733,,O'Reilly Media,9780000000000.0,English,7.0,Head First,Lynn Beighley;,610.0
"SQL Server 2000 Stored Procedure & XML Programming, Second Edition",5.0,16.0,734,2,McGraw-Hill Osborne Media,9780000000000.0,English,3.0,Database,Dejan Sunderic;,696.0
Microsoft Access 2002 Visual Basic for Applications Step by Step  ),10.0,5.0,735,,Microsoft Press,9780000000000.0,English,1.0,Step by Step (Microsoft),Evan Callahan;,384.0
Pocket Data Mining: Big Data on Small Devices  ,10.0,28.0,736,2014,Springer,9780000000000.0,English,13.0,Studies in Big Data (Book 2),Mohamed Medhat Gaber;Frederic Stahl;Joao BÀ_À_rtolo Gomes;,108.0
Design of Hashing Algorithms  ,11.0,23.0,737,,Springer,9780000000000.0,English,93.0,Lecture Notes in Computer Science (Book 756),Josef Pieprzyk;Babak Sadeghiyan;,196.0
Microsoft Access 2010 Plain & Simple,6.0,25.0,738,1,Microsoft Press,9780000000000.0,English,10.0,Plain & Simple,Curtis Frye;,288.0
The Intranet Data Warehouse: Tools and Techniques for Building an Intranet-Enabled Data Warehouse,9.0,4.0,739,1,Wiley,9780000000000.0,English,97.0,,Richard Tanler;,338.0
Microsoft SQL Server 2012 Master Data Services 2/E,10.0,9.0,740,2,McGraw-Hill Osborne Media,9780000000000.0,English,12.0,,Tyler Graham;,416.0
Learn Access 2003 VBA With The Smart Method,1.0,1.0,741,1st,"Smart Method, Limited, The",9780000000000.0,English,7.0,,Mike Smart;,296.0
Learning WCF: A Hands-on Guide,6.0,3.0,742,1st,O'Reilly Media,9780000000000.0,English,7.0,,Michele Leroux Bustamante;,610.0
Data Structures Through C in Depth,5.0,30.0,743,,BPB Publications,9790000000000.0,English,4.0,,S. K. Srivastava;Deepali Srivastava;,
Getting Started with Impala: Interactive SQL for Apache Hadoop,10.0,5.0,744,1,O'Reilly Media,9780000000000.0,English,14.0,,John Russell;,110.0
Pro Oracle SQL  ,12.0,15.0,745,1,Apress,9780000000000.0,English,10.0,Expert's Voice in Oracle,Karen Morton;Kerry Osborne;Robyn Sands;,600.0
"Stabilization, Safety, and Security of Distributed Systems: 10th International Symposium, SSS 2008, Detroit, MI, USA, November 21-23, 2008. ... Computer Science and General Issues)",12.0,12.0,746,,Springer,9780000000000.0,English,8.0,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 5340),Sandeep Kulkarni;Andre Schiper;,265.0
Clinical data mining in an allied health organisation: A real world experience,8.0,17.0,747,,Sydney University Press,9780000000000.0,English,11.0,,Roslyn Giles;Irwin Epstein;Anne Vetigan;,274.0
The Fractal Structure of Data Reference: Applications to the Memory Hierarchy  ,9.0,30.0,748,2000,Springer,9780000000000.0,English,0.0,Advances in Database Systems (Book 22),Bruce McNutt;,133.0
Database Management Systems: Designing and Building Business Applications,,,749,,Mcgraw-Hill College,9780000000000.0,English,1.0,,Gerald V. Post;,
"Advances in Computing Science - ASIAN 2003, Programming Languages and Distributed Computation: 8th Asian Computing Science Conference, Mumbai, India, ...  ",1.0,22.0,750,,Springer,9780000000000.0,English,4.0,Lecture Notes in Computer Science (Book 2896),Vijay A. Saraswat;,312.0
Microsoft PowerPivot for Excel 2010: Give Your Data Meaning  ,10.0,15.0,751,1,Microsoft Press,9780000000000.0,English,10.0,Business Skills,Alberto Ferrari;Marco Russo;,416.0
Solving Data Mining Problems Through Pattern Recognition  ,12.0,4.0,752,,Prentice Hall,9780000000000.0,English,97.0,Data Warehousing Institute Series from Prentice Hall PTR,Unica Technologies Inc;Staff Unica Technology Incorpor;,400.0
Beginning SQL Joes 2 Pros: The SQL Hands-On Guide for Beginners,12.0,30.0,753,,BookSurge Publishing,9780000000000.0,English,9.0,,Rick A Morelan;Doug Fritz;Jessica Brown;,254.0
Data Mining for the Masses,8.0,18.0,754,,Global Text Project,9780000000000.0,English,12.0,,Dr. Matthew A North;,264.0
Establishing a Test with Distributed Database Systems,12.0,27.0,755,,LAP LAMBERT Academic Publishing,9780000000000.0,English,12.0,,R.Mohammad Shafi;,140.0
"Social Computing, Behavioral-Cultural Modeling and Prediction: 4th International Conference, SBP 2011, College Park, MD, USA, March 29-31, 2011. ... Applications, incl. Internet/Web, and HCI)",3.0,7.0,756,,Springer,9780000000000.0,English,11.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6589)",John Salerno;Shanchieh Jay Yang;Dana Nau;,384.0
Ontologies: A Silver Bullet for Knowledge Management and Electronic Commerce,12.0,5.0,757,2nd,Springer,9780000000000.0,English,3.0,,Dieter Fensel;M.L. Brodie;,162.0
Syntactic Pattern Recognition for Seismic Oil Exploration,8.0,15.0,758,1st,World Scientific Pub Co Inc,9790000000000.0,English,2.0,Series in Machine Perception and Artificial Intelligence (Book 46),Kou-Yuan Huang;,200.0
Data Science and Simulation in Transportation Research  ),12.0,31.0,759,1,IGI Global,9780000000000.0,English,13.0,Advances in Data Mining and Database Management (Admdm),Davy Janssens;,350.0
"Data Mining: Theories, Algorithms, and Examples  ",7.0,26.0,760,0,CRC Press,9780000000000.0,English,13.0,Human Factors and Ergonomics,Nong Ye;,349.0
"The DAMA Dictionary of Data Management, 2nd Edition: Over 2,000 Terms Defined for IT and Business Professionals",4.0,1.0,761,,"Technics Publications, LLC",9780000000000.0,English,11.0,,DAMA International;,260.0
Relational Database Design: An Introduction  ,2.0,,762,,Prentice Hall,9780000000000.0,English,91.0,Prentice-Hall International Series in Systems and Control Engineering,Igor Hawryszkiewycz;,297.0
Computational Methods for Counterterrorism,7.0,14.0,763,2009,Springer,9780000000000.0,English,9.0,,Shlomo Argamon;Newton Howard;,306.0
Oracle Replication: Expert Methods for Robust Data Sharing  ,12.0,1.0,764,,Rampant Techpress,9780000000000.0,English,3.0,,John Garmany;Robert G. Freeman;Don Burleson;,288.0
Concepts of Database Management,8.0,22.0,765,6th,Cengage Learning,9780000000000.0,English,7.0,,Philip J. Pratt;Joseph J. Adamski;,400.0
Learn File Maker Pro 5.0,8.0,25.0,766,,"Wordware Publishing, Inc.",9780000000000.0,English,0.0,,Jonathan Stars;,375.0
Rails for Java Developers,2.0,23.0,767,,Pragmatic Bookshelf,9780000000000.0,English,7.0,,Stuart Halloway;Justin Gehtland;,304.0
"SQL, PL/SQL the Programming Language of Oracle",12.0,1.0,768,,BPB Publications,9790000000000.0,English,10.0,,Ivan Bayross;,443.0
Pro SQL Server 2008 Reporting Services  ,8.0,20.0,769,1,Apress,9780000000000.0,English,8.0,Books for Professionals by Professionals,Rodney Landrum;Walter J. Voytek II;Shawn McGehee;,424.0
SAPÀ_À_ ERP Financials And FICO Handbook  ,12.0,21.0,770,1,Jones & Bartlett Learning,9780000000000.0,English,9.0,SAP Books,S. N. Padhi;,322.0
Multimedia Retrieval  ,7.0,20.0,771,2007,Springer,9780000000000.0,English,7.0,Data-Centric Systems and Applications,Henk M. Blanken;Arjen P. de Vries;Henk Ernst Blok;,372.0
"OCA/OCP Oracle Database 11g All-in-One Exam Guide with CD-ROM: Exams 1Z0-051, 1Z0-052, 1Z0-053  ",9.0,7.0,772,1,McGraw-Hill Osborne Media,9780000000000.0,English,9.0,Oracle Press,John Watson;Roopesh Ramklass;Bob Bryla;,1050.0
"The Development of a Relational Database to Support the Flight Hour Program of Commander, Naval Air Forces Pacific",,,773,,PN,,,96.0,,Mark J. Gonzalez;,
"Affective Computing and Sentiment Analysis: Emotion, Metaphor and Terminology    ",12.0,31.0,774,2011,Springer,9790000000000.0,English,13.0,"Text, Speech and Language Technology (Book 45)",Khurshid Ahmad;,150.0
Oracle Coherence 3.5,3.0,30.0,775,1st New edition,Packt Publishing,9780000000000.0,English,10.0,,Aleksandar Seovic;Mark Falco;Patrick Peralta;,408.0
Computing with Spatial Trajectories,10.0,1.0,776,2011,Springer,9780000000000.0,English,11.0,,Yu Zheng;Xiaofang Zhou;,308.0
Data Mining for Service  ,1.0,4.0,777,2014,Springer,9780000000000.0,English,14.0,Studies in Big Data (Book 3),Katsutoshi Yada;,291.0
"Diagrammatic Representation and Inference: 6th International Conference, Diagrams 2010, Portland, OR, USA, August 9-11, 2010, Proceedings  ",7.0,30.0,778,2010,Springer,9780000000000.0,English,10.0,Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence (Book 6170),Ashok K Goel;Mateja Jamnik;N Hari Narayanan;,356.0
Building the Data Warehouse,9.0,23.0,779,4,Wiley,9780000000000.0,English,5.0,,W. H. Inmon;,576.0
Microsoft SQL Server 2000 Reporting Services  ,5.0,21.0,780,1,McGraw-Hill Osborne Media,9780000000000.0,English,4.0,Database,Brian Larson;,704.0
An Introduction to IMS: Your Complete Guide to IBM's Information Management System    ,1.0,9.0,781,1,IBM Press,9780000000000.0,English,5.0,IBM Press,Dean Meltz;Rick Long;Mark Harrington;,592.0
The Data Modeling Handbook: A Best-Practice Approach to Building Quality Data Models,12.0,17.0,782,1,Wiley,9780000000000.0,English,94.0,,Michael C. Reingruber;William W. Gregory;,384.0
Essential CVS,11.0,30.0,783,Second Edition,O'Reilly Media,9780000000000.0,English,6.0,,Jennifer Vesperman;,432.0
"Advances in Multimedia Information Systems: 11th International Workshop, MIS 2005, Sorrento, Italy, September 19-21, 2005, Proceedings  ",10.0,6.0,784,,Springer,9780000000000.0,English,5.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 3665)",K. SelÀ__uk Candan;Augusto Celentano;,230.0
Microsoft SQL Server 2005 Unleashed,12.0,31.0,785,,Sams Publishing,9780000000000.0,English,6.0,,Ray Rankins;Paul Bertucci;Chris Gallelli;,1752.0
"Bioinformatics Research and Applications: 9th International Symposium, ISBRA 2013, Charlotte, NC, USA, May 20-22, 2013, Proceedings  ",4.0,6.0,786,,Springer,9780000000000.0,English,13.0,Lecture Notes in Computer Science / Lecture Notes in Bioinformatics (Book 7875),Zhipeng Cai;Oliver Eulenstein;Daniel Janies;,312.0
"Frontiers of High Performance Computing and Networking - ISPA 2007 Workshops: ISPA 2007 International Workshops, SSDSN, UPWN, WISH, SGC, ParDMCom, ... Computer Science and General Issues)",9.0,14.0,787,,Springer,9780000000000.0,English,7.0,Lecture Notes in Computer Science / Theoretical Computer Science and General Issues (Book 4743),Parimala Thulasiraman;Xubin He;Tony Li Xu;,538.0
Distributed Data-base Management Systems  ,3.0,,788,,Lexington Books,9780000000000.0,English,82.0,Lexington Books series in computer science,Olin H. Bray;,176.0
SQL Server Handbook,11.0,9.0,789,,Digital Press,9780000000000.0,English,95.0,,Nigel Stanley;,480.0
Developer's Guide to DB2 for Common Servers  ,1.0,,790,,McGraw-Hill Companies,9780000000000.0,English,97.0,McGraw-Hill Database Warehousing & Data Management,Roger E. Sanders;,1045.0
Access 97 Bible,2.0,3.0,791,,Wiley,9780000000000.0,English,97.0,Bible (Book 366),Cary N. Prague;Michael R. Irwin;,1176.0
Information Modeling and Relational Databases,3.0,3.0,792,,Elsevier Science Ltd,,,8.0,,"Terry/ Morgan, Tony Halpin;",
"Agile Analytics A Value-Driven Approach to Business Intelligence and Data Warehousing   by Collier, Ken W.    ",1.0,2.0,793,,"AddisonWesley Professional,2011",,,11.0,,,
Patterns of Data Modeling  ,6.0,1.0,794,1,CRC Press,9780000000000.0,English,10.0,Emerging Directions in Database Systems and Applications,Michael Blaha;,261.0
Oracle Identity and Access Manager 11g for Administrators,9.0,23.0,795,,Packt Publishing,9780000000000.0,English,11.0,,Atul Kumar;,336.0
Oracle Database 12c The Complete Reference  ,9.0,11.0,796,1,McGraw-Hill Osborne Media,9780000000000.0,English,13.0,Oracle Press,Bob Bryla;Kevin Loney;,1472.0
PHP Bible,10.0,3.0,797,2,Wiley,9780000000000.0,English,2.0,Bible,Tim Converse;Joyce Park;,1032.0
MicrosoftÀ_À_ WindowsÀ_À_ Command-Line Administrator's Pocket Consultant  ,4.0,28.0,798,1,Microsoft Press,9780000000000.0,English,4.0,Pro - Administrator's PC,William R. Stanek;William Stanek;,416.0
OCA: Oracle Application Server 10g Administration I Study Guide  ,9.0,12.0,799,,Sybex,9780000000000.0,English,6.0,,Bob Bryla;April Wells;,510.0
Data Warehousing And Business Intelligence For e-Commerce  ,5.0,25.0,800,1,Morgan Kaufmann,9780000000000.0,English,1.0,The Morgan Kaufmann Series in Data Management Systems,Alan R. Simon;Steven L. Shaffer;,320.0
Variable-length Codes for Data Compression,10.0,25.0,801,2007,Springer,9780000000000.0,English,7.0,,David Salomon;,196.0
"Data Mining: A Tutorial Based Primer by Roiger, Richard, Geatz, Michael published by Addison-Wesley  ",,,802,,Addison-Wesley,,,1.0,,,
R for SAS and SPSS Users  ,7.0,23.0,803,2nd ed. 2011,Springer,9780000000000.0,English,11.0,Statistics and Computing,Robert A. Muenchen;,686.0
Ethics of Big Data: Balancing Risk and Innovation,9.0,28.0,804,1,O'Reilly Media,9780000000000.0,English,12.0,,Kord Davis;,82.0
"Objects, Components, Architectures, Services, and Applications for a Networked World: International Conference NetObjectDays, NODe 2002, Erfurt, ... Papers  ",4.0,28.0,805,2003,Springer,9780000000000.0,English,3.0,Lecture Notes in Computer Science (Book 2591),Mehmet Aksit;Mira Mezini;Rainer Unland;,434.0
Sams Teach Yourself ColdFusion Express in 24 Hours,12.0,28.0,806,1,Sams,9780000000000.0,English,0.0,,Ben Forta;Sue Hove;,544.0
Study Guide for 1Z0-497: Oracle Database 12c Essentials: Oracle Certification Prep,2.0,22.0,807,,ODBPress,9780000000000.0,English,14.0,,Matthew Morris;,190.0
"Computer Security - ESORICS 96: 4th European Symposium on Research in Computer Security, Rome, Italy, September 25 - 27, 1996, Proceedings  ",9.0,30.0,808,,Springer,9780000000000.0,English,96.0,Lecture Notes in Computer Science (Book 1146),Elisa Bertino;Helmut Kurth;Giancarlo Martella;,377.0
Data Science in R: A Case Studies Approach to Computational Reasoning and Problem Solving  ,3.0,26.0,809,,Chapman and Hall/CRC,9780000000000.0,English,15.0,Chapman & Hall/CRC The R Series (Book 26),Deborah Nolan;Duncan Temple Lang;,496.0
Distributed Multimedia Databases: Techniques and Applications,7.0,1.0,810,1,IGI Global,9780000000000.0,English,1.0,,Timothy K. Shih;,384.0
Analysis and Comparison of Relational Database Systems,1.0,,811,,Addison-Wesley Pub (Sd),9780000000000.0,English,89.0,,Patrick Valduriez;Georges Gardarin;,280.0
Data Mining: Practical Machine Learning Tools and Techniques with Java Implementations  ,10.0,25.0,812,1,Morgan Kaufmann,9780000000000.0,English,99.0,The Morgan Kaufmann Series in Data Management Systems,Ian H. Witten;Eibe Frank;,371.0
Oracle8i: The Complete Reference  ,5.0,23.0,813,,Osborne/McGraw-Hill,9780000000000.0,English,0.0,Complete Reference,Kevin Loney;George Koch;,1308.0
Getting Started With Sage ACT! Pro 2013,9.0,19.0,814,,Tolana Publishing,9780000000000.0,English,12.0,,Indera Murphy;,438.0
The Elements of Knowledge Organization,9.0,3.0,815,2014,Springer,9780000000000.0,English,14.0,,Richard Smiraglia;,101.0
Data Warehouse Management: Das St. Galler Konzept zur ganzheitlichen Gestaltung der Informationslogistik    ,11.0,7.0,816,Softcover reprint of the original 1st ed. 2003,Springer,9780000000000.0,German,12.0,Business Engineering,Eitel von Maur;Robert Winter;,361.0
"Current Trends in Web Engineering, ICWE 2010 Workshops: 10th International Conference, ICWE 2010 Workshops, Vienna, Austria, July 5-6, 2010, Revised ... Applications, incl. Internet/Web, and HCI)",11.0,5.0,817,2010,Springer,9780000000000.0,English,10.0,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI (Book 6385)",Florian Daniel;Federico Michele Facca;,595.0
Comparing the performance of open source and proprietary relational database management systems.,9.0,7.0,818,,"ProQuest, UMI Dissertation Publishing",9780000000000.0,English,11.0,,Sean Steven Coates;,194.0
   ,,,819,,Bi Jeipeobeulrik,9790000000000.0,,13.0,,,
Practical Database Programming with Java,10.0,4.0,820,1,Wiley-IEEE Press,9780000000000.0,English,11.0,,Ying Bai;,952.0
"Database Processing: Fundamentals, Design and Implementation  ",,,821,,Prentice Hall,9780000000000.0,English,0.0,,,601.0
"Knowledge Discovery, Knowledge Engineering and Knowledge Management: First International Joint Conference, IC3K 2009, Funchal, Madeira, Portugal, ... in Computer and Information Science)",2.0,4.0,822,2011,Springer,9780000000000.0,English,11.0,Communications in Computer and Information Science (Book 128),Ana Fred;Jan L. G. Dietz;Kecheng Liu;,411.0
Transact-SQL Cookbook,3.0,26.0,823,1,O'Reilly Media,9780000000000.0,English,2.0,,Ales Spetic;Jonathan Gennick;,304.0
Database Processing  ,8.0,7.0,824,11,Prentice Hall,9780000000000.0,English,9.0,,David M. Kroenke;David Auer;,672.0
Oracle Database 10g RMAN Backup & Recovery,11.0,14.0,825,1,McGraw-Hill Osborne Media,9780000000000.0,English,6.0,,Matthew Hart;Robert Freeman;,666.0
Data Warehousing with Microsoft SQL Server 7.0 Technical Reference  ,3.0,1.0,826,,Microsoft Press,9780000000000.0,English,0.0,Microsoft Technical Reference,Jake Sturm;,500.0
Graph Databases,6.0,20.0,827,1,O'Reilly Media,9780000000000.0,English,13.0,,Ian Robinson;Jim Webber;Emil Eifrem;,224.0
Microsoft Office Access 2007 VBA,12.0,7.0,828,1,Que Publishing,9780000000000.0,English,7.0,,Scott B. Diamond;Brent Spaulding;,408.0
