ltable_id,rtable_id,gold
3293,349,0
3293,372,0
3293,3058,0
3296,3215,0
3299,2063,0
3301,1728,0
3302,2093,0
3311,1796,0
3312,812,0
3312,879,0
3312,989,0
3313,1051,0
3313,1752,0
3319,758,0
3321,3026,0
3323,3071,0
3325,2425,0
3327,1811,0
3328,2490,0
3328,2542,0
3331,1818,0
3332,486,0
3334,836,0
3334,3492,0
3336,2084,0
3336,3197,0
3337,2837,0
3338,1163,0
3347,424,0
3347,425,0
3348,334,0
3350,827,0
3351,824,0
3352,3202,0
3355,2084,0
3355,2085,0
3355,2088,0
3355,2089,0
3355,2090,0
3355,2091,0
3355,2092,0
3355,2094,0
3355,2294,0
3355,3404,0
3356,2053,0
3360,1783,0
3360,1791,0
3362,3071,0
3365,2543,0
3365,3064,0
3369,1671,0
3373,356,0
3373,358,0
3373,366,0
3373,377,0
3373,378,0
3373,382,0
3373,392,0
3376,2313,0
3378,2687,0
3379,480,0
3379,2415,0
3382,1596,0
3382,2115,0
3382,2116,0
3382,2734,0
3382,2735,0
3382,2736,0
3382,2743,0
3382,2749,0
3383,2700,0
3385,2009,0
3385,2743,0
3386,1135,0
3387,381,0
3395,1874,0
3400,2517,0
3402,1469,0
3405,2845,0
3405,2846,0
3406,3184,0
3409,1391,0
3416,759,0
3418,61,0
3418,2543,0
3418,3054,0
3419,2900,0
3419,2901,0
3419,2902,0
3422,3307,0
3427,124,0
3427,128,0
3427,129,0
3429,2222,0
3430,1161,0
3430,1162,0
3433,2165,0
3434,1441,0
3434,1443,0
3434,1444,0
3434,1445,0
3440,2084,0
3440,2086,0
3450,816,0
3451,2084,0
3451,2088,0
3451,2090,0
3451,2091,0
3451,2094,0
3451,3404,0
3452,3439,0
3453,1242,0
3454,747,0
3456,1378,0
3456,2538,0
3458,1273,0
3462,74,0
3462,3038,0
3463,2372,0
3463,2771,0
3465,1990,0
3470,546,0
3471,2550,0
3476,2888,0
3476,2900,0
3476,2901,0
3476,2905,0
3484,131,0
3484,1000,0
3484,1987,0
3488,1849,0
3489,3061,0
3491,2195,0
3492,3063,0
3493,3174,0
3496,1850,0
3499,69,0
3504,1956,0
